"Date","Price","Open","High","Low","Vol.","Change %"
"Nov 11, 2022","5.755","5.968","6.000","5.524","11.78M","-3.55%"
"Nov 10, 2022","5.967","5.408","6.170","5.350","15.34M","10.34%"
"Nov 09, 2022","5.408","6.300","6.370","5.346","36.21M","-14.17%"
"Nov 08, 2022","6.300","7.110","7.190","5.912","36.12M","-11.39%"
"Nov 07, 2022","7.110","6.820","7.420","6.660","19.41M","4.26%"
"Nov 06, 2022","6.820","7.030","7.140","6.800","11.87M","-2.98%"
"Nov 05, 2022","7.030","7.050","7.250","6.950","15.28M","-0.29%"
"Nov 04, 2022","7.050","6.410","7.100","6.390","19.86M","9.98%"
"Nov 03, 2022","6.410","6.250","6.530","6.230","11.17M","2.57%"
"Nov 02, 2022","6.250","6.460","6.520","6.170","12.69M","-3.25%"
"Nov 01, 2022","6.460","6.630","6.720","6.460","7.58M","-2.57%"
"Oct 31, 2022","6.630","6.660","6.840","6.570","14.66M","-0.44%"
"Oct 30, 2022","6.660","6.640","6.740","6.520","8.84M","0.30%"
"Oct 29, 2022","6.640","6.510","6.760","6.500","12.43M","1.99%"
"Oct 28, 2022","6.510","6.330","6.580","6.270","9.98M","2.85%"
"Oct 27, 2022","6.330","6.460","6.640","6.280","13.87M","-2.02%"
"Oct 26, 2022","6.461","6.430","6.600","6.420","6.80M","0.47%"
"Oct 25, 2022","6.430","5.920","6.611","5.890","18.84M","8.62%"
"Oct 24, 2022","5.920","5.960","5.990","5.810","7.83M","-0.67%"
"Oct 23, 2022","5.960","5.846","5.980","5.770","5.99M","1.97%"
"Oct 22, 2022","5.845","5.830","5.870","5.770","12.10M","0.25%"
"Oct 21, 2022","5.830","5.880","5.900","5.740","13.97M","-0.85%"
"Oct 20, 2022","5.880","6.100","6.150","5.830","10.44M","-3.61%"
"Oct 19, 2022","6.100","6.160","6.260","6.070","8.97M","-0.97%"
"Oct 18, 2022","6.160","6.250","6.300","6.070","7.95M","-1.44%"
"Oct 17, 2022","6.250","6.190","6.280","6.120","6.77M","0.97%"
"Oct 16, 2022","6.190","6.050","6.250","6.040","5.07M","2.31%"
"Oct 15, 2022","6.050","6.050","6.100","6.020","3.54M","0.14%"
"Oct 14, 2022","6.041","6.120","6.260","6.010","54.44M","-1.13%"
"Oct 13, 2022","6.110","6.180","6.180","5.709","15.40M","-1.13%"
"Oct 12, 2022","6.180","6.170","6.250","6.140","4.88M","0.16%"
"Oct 11, 2022","6.170","6.260","6.260","6.140","6.71M","-1.42%"
"Oct 10, 2022","6.259","6.480","6.540","6.240","4.08M","-3.40%"
"Oct 09, 2022","6.480","6.310","6.500","6.280","5.08M","2.69%"
"Oct 08, 2022","6.310","6.330","6.390","6.270","3.01M","-0.32%"
"Oct 07, 2022","6.330","6.340","6.390","6.260","6.11M","-0.16%"
"Oct 06, 2022","6.340","6.440","6.520","6.315","8.71M","-1.55%"
"Oct 05, 2022","6.440","6.500","6.510","6.280","8.83M","-0.77%"
"Oct 04, 2022","6.490","6.360","6.530","6.340","8.54M","2.04%"
"Oct 03, 2022","6.360","6.150","6.400","6.100","10.24M","3.42%"
"Oct 02, 2022","6.150","6.270","6.330","6.140","7.79M","-1.91%"
"Oct 01, 2022","6.270","6.320","6.340","6.220","7.04M","-0.79%"
"Sep 30, 2022","6.320","6.440","6.570","6.210","16.44M","-1.86%"
"Sep 29, 2022","6.440","6.390","6.480","6.270","11.38M","0.78%"
"Sep 28, 2022","6.390","6.360","6.470","6.180","11.25M","0.39%"
"Sep 27, 2022","6.365","6.560","6.800","6.250","29.42M","-2.97%"
"Sep 26, 2022","6.560","6.200","6.580","6.170","17.41M","5.81%"
"Sep 25, 2022","6.200","6.270","6.370","6.090","7.67M","-1.12%"
"Sep 24, 2022","6.270","6.440","6.510","6.240","8.15M","-2.64%"
"Sep 23, 2022","6.440","6.450","6.640","6.200","18.30M","-0.15%"
"Sep 22, 2022","6.450","6.130","6.520","6.080","12.34M","5.21%"
"Sep 21, 2022","6.130","6.290","6.560","5.970","20.17M","-2.54%"
"Sep 20, 2022","6.290","6.380","6.420","6.180","11.34M","-1.42%"
"Sep 19, 2022","6.380","6.440","6.560","6.120","18.98M","-0.93%"
"Sep 18, 2022","6.440","7.060","7.060","6.389","16.10M","-8.78%"
"Sep 17, 2022","7.060","6.910","7.160","6.900","8.11M","2.18%"
"Sep 16, 2022","6.909","6.930","6.970","6.720","6.54M","-0.30%"
"Sep 15, 2022","6.930","7.200","7.230","6.880","15.39M","-3.75%"
"Sep 14, 2022","7.200","7.060","7.290","7.040","12.02M","1.98%"
"Sep 13, 2022","7.060","7.660","7.930","7.040","19.17M","-7.83%"
"Sep 12, 2022","7.660","7.690","8.040","7.570","18.23M","-0.39%"
"Sep 11, 2022","7.690","7.780","7.880","7.560","9.30M","-1.03%"
"Sep 10, 2022","7.770","7.750","7.880","7.590","9.94M","0.26%"
"Sep 09, 2022","7.750","7.381","7.930","7.360","19.60M","5.01%"
"Sep 08, 2022","7.380","7.190","7.450","7.060","12.68M","2.64%"
"Sep 07, 2022","7.190","6.870","7.290","6.770","11.80M","4.66%"
"Sep 06, 2022","6.870","7.370","7.690","6.850","16.62M","-6.78%"
"Sep 05, 2022","7.370","7.370","7.630","7.270","10.64M","0.00%"
"Sep 04, 2022","7.370","7.280","7.390","7.170","7.69M","1.23%"
"Sep 03, 2022","7.280","7.290","7.310","7.180","5.97M","-0.14%"
"Sep 02, 2022","7.290","7.180","7.560","7.120","12.04M","1.53%"
"Sep 01, 2022","7.180","7.030","7.200","6.870","9.31M","2.14%"
"Aug 31, 2022","7.030","7.000","7.280","6.990","8.92M","0.43%"
"Aug 30, 2022","7.000","7.280","7.370","6.899","10.33M","-3.85%"
"Aug 29, 2022","7.280","6.860","7.300","6.810","10.10M","6.28%"
"Aug 28, 2022","6.850","7.050","7.150","6.820","5.88M","-2.83%"
"Aug 27, 2022","7.049","6.930","7.100","6.800","4.71M","1.73%"
"Aug 26, 2022","6.930","7.580","7.680","6.879","12.49M","-8.58%"
"Aug 25, 2022","7.580","7.560","7.760","7.470","6.10M","0.26%"
"Aug 24, 2022","7.560","7.640","7.750","7.430","7.63M","-1.04%"
"Aug 23, 2022","7.640","7.410","7.710","7.190","9.98M","3.10%"
"Aug 22, 2022","7.410","7.440","7.450","7.000","8.84M","-0.40%"
"Aug 21, 2022","7.440","7.221","7.530","7.160","6.25M","3.04%"
"Aug 20, 2022","7.221","7.311","7.520","7.040","9.73M","-1.26%"
"Aug 19, 2022","7.313","8.080","8.090","7.250","9.09M","-9.50%"
"Aug 18, 2022","8.080","8.370","8.570","8.058","9.38M","-3.46%"
"Aug 17, 2022","8.370","8.840","9.170","8.320","14.05M","-5.32%"
"Aug 16, 2022","8.840","8.780","8.930","8.640","10.66M","0.68%"
"Aug 15, 2022","8.781","8.960","9.380","8.640","7.73M","-1.90%"
"Aug 14, 2022","8.950","9.300","9.560","8.830","6.62M","-3.77%"
"Aug 13, 2022","9.301","9.480","9.670","9.250","5.25M","-1.89%"
"Aug 12, 2022","9.480","9.200","9.500","9.040","12.45M","3.04%"
"Aug 11, 2022","9.200","9.516","9.640","9.130","18.30M","-3.31%"
"Aug 10, 2022","9.515","8.900","9.650","8.540","73.63M","6.90%"
"Aug 09, 2022","8.901","9.270","9.440","8.670","10.18M","-3.99%"
"Aug 08, 2022","9.270","8.650","9.370","8.640","21.46M","7.17%"
"Aug 07, 2022","8.650","8.510","8.920","8.360","9.92M","1.65%"
"Aug 06, 2022","8.510","8.800","8.870","8.490","11.43M","-3.40%"
"Aug 05, 2022","8.810","8.080","8.820","8.070","17.25M","9.02%"
"Aug 04, 2022","8.081","8.000","8.270","7.890","5.63M","1.01%"
"Aug 03, 2022","8.000","7.930","8.421","7.690","15.49M","0.89%"
"Aug 02, 2022","7.930","8.171","8.270","7.690","20.77M","-3.30%"
"Aug 01, 2022","8.200","8.630","8.960","8.050","20.23M","-4.98%"
"Jul 31, 2022","8.630","8.210","9.200","8.080","25.79M","5.12%"
"Jul 30, 2022","8.210","8.170","8.810","8.160","22.38M","0.48%"
"Jul 29, 2022","8.170","7.860","8.411","7.770","24.14M","3.95%"
"Jul 28, 2022","7.860","7.680","8.050","7.470","24.88M","2.34%"
"Jul 27, 2022","7.680","6.780","7.681","6.650","17.55M","13.27%"
"Jul 26, 2022","6.780","6.750","6.780","6.530","13.65M","0.16%"
"Jul 25, 2022","6.769","7.400","7.440","6.740","7.81M","-8.53%"
"Jul 24, 2022","7.400","7.330","7.580","7.310","9.96M","0.96%"
"Jul 23, 2022","7.330","7.290","7.490","7.099","9.47M","0.55%"
"Jul 22, 2022","7.290","7.520","7.850","7.260","14.90M","-3.07%"
"Jul 21, 2022","7.521","7.460","7.590","7.190","13.30M","0.81%"
"Jul 20, 2022","7.460","7.790","8.070","7.389","25.28M","-4.24%"
"Jul 19, 2022","7.790","7.670","8.010","7.510","29.93M","1.56%"
"Jul 18, 2022","7.670","6.910","7.710","6.900","26.11M","11.00%"
"Jul 17, 2022","6.910","7.199","7.320","6.890","10.63M","-4.02%"
"Jul 16, 2022","7.199","6.790","7.220","6.560","13.38M","6.03%"
"Jul 15, 2022","6.790","6.729","6.980","6.660","12.93M","0.91%"
"Jul 14, 2022","6.729","6.470","6.769","6.290","11.98M","4.01%"
"Jul 13, 2022","6.470","6.279","6.530","6.049","14.75M","3.04%"
"Jul 12, 2022","6.279","6.530","6.630","6.269","10.34M","-3.83%"
"Jul 11, 2022","6.529","6.860","6.900","6.510","5.43M","-4.81%"
"Jul 10, 2022","6.860","7.250","7.260","6.770","9.33M","-5.39%"
"Jul 09, 2022","7.250","7.049","7.360","7.040","7.33M","2.84%"
"Jul 08, 2022","7.050","7.300","7.460","6.950","13.93M","-3.44%"
"Jul 07, 2022","7.301","6.920","7.350","6.890","6.48M","5.50%"
"Jul 06, 2022","6.920","6.840","7.000","6.700","11.97M","1.17%"
"Jul 05, 2022","6.840","7.170","7.210","6.649","16.84M","-4.60%"
"Jul 04, 2022","7.170","6.859","7.200","6.670","10.06M","4.52%"
"Jul 03, 2022","6.859","6.829","6.980","6.620","6.40M","0.44%"
"Jul 02, 2022","6.829","6.739","6.909","6.630","6.52M","1.36%"
"Jul 01, 2022","6.738","7.060","7.230","6.550","7.97M","-4.56%"
"Jun 30, 2022","7.060","7.030","7.100","6.659","14.19M","0.43%"
"Jun 29, 2022","7.030","7.310","7.440","6.969","14.47M","-3.83%"
"Jun 28, 2022","7.310","7.730","8.000","7.269","12.64M","-5.42%"
"Jun 27, 2022","7.729","7.830","8.200","7.718","5.02M","-1.29%"
"Jun 26, 2022","7.830","8.129","8.480","7.819","9.92M","-3.78%"
"Jun 25, 2022","8.138","8.180","8.350","7.790","4.23M","-0.63%"
"Jun 24, 2022","8.189","7.780","8.339","7.730","6.04M","5.25%"
"Jun 23, 2022","7.781","7.390","7.820","7.390","5.22M","5.30%"
"Jun 22, 2022","7.389","7.770","7.810","7.350","5.80M","-4.66%"
"Jun 21, 2022","7.750","7.880","8.270","7.690","13.44M","-1.64%"
"Jun 20, 2022","7.879","7.529","8.020","7.180","8.58M","4.65%"
"Jun 19, 2022","7.529","7.040","7.639","6.770","15.42M","6.95%"
"Jun 18, 2022","7.040","7.279","7.410","6.479","21.86M","-3.26%"
"Jun 17, 2022","7.277","7.129","7.450","7.040","7.05M","2.08%"
"Jun 16, 2022","7.129","8.509","8.540","6.988","24.94M","-16.21%"
"Jun 15, 2022","8.508","7.370","8.729","6.849","20.59M","15.46%"
"Jun 14, 2022","7.369","7.040","7.550","6.680","15.30M","4.68%"
"Jun 13, 2022","7.040","7.400","7.480","6.389","39.22M","-4.86%"
"Jun 12, 2022","7.400","8.030","8.100","7.399","19.38M","-7.84%"
"Jun 11, 2022","8.029","8.650","8.850","7.940","14.04M","-7.26%"
"Jun 10, 2022","8.657","9.239","9.370","8.606","52.14M","-6.30%"
"Jun 09, 2022","9.239","9.000","9.460","8.910","10.13M","2.66%"
"Jun 08, 2022","9.000","9.221","9.400","8.900","7.88M","-2.39%"
"Jun 07, 2022","9.221","9.500","9.510","8.840","10.88M","-2.94%"
"Jun 06, 2022","9.500","9.348","9.930","9.320","10.46M","1.64%"
"Jun 05, 2022","9.347","9.438","9.549","9.259","2.87M","-0.98%"
"Jun 04, 2022","9.440","9.370","9.559","9.150","19.84M","0.74%"
"Jun 03, 2022","9.370","9.880","9.920","9.220","10.81M","-5.16%"
"Jun 02, 2022","9.880","9.460","10.050","9.310","12.15M","4.45%"
"Jun 01, 2022","9.459","10.350","10.730","9.260","21.44M","-8.61%"
"May 31, 2022","10.350","10.470","10.640","9.970","18.26M","-1.15%"
"May 30, 2022","10.470","9.980","10.770","9.910","17.84M","4.91%"
"May 29, 2022","9.980","9.650","10.010","9.340","12.11M","3.42%"
"May 28, 2022","9.650","9.109","9.780","8.970","12.36M","5.93%"
"May 27, 2022","9.109","9.152","9.990","8.580","34.05M","-0.39%"
"May 26, 2022","9.145","9.870","10.000","8.859","42.01M","-7.35%"
"May 25, 2022","9.870","10.190","10.330","9.800","13.82M","-3.14%"
"May 24, 2022","10.190","9.879","10.270","9.580","14.35M","3.15%"
"May 23, 2022","9.878","10.160","10.730","9.810","10.50M","-2.87%"
"May 22, 2022","10.170","9.999","10.330","9.870","9.38M","1.71%"
"May 21, 2022","9.999","9.670","10.100","9.490","4.34M","3.41%"
"May 20, 2022","9.669","10.030","10.240","9.459","17.06M","-3.60%"
"May 19, 2022","10.030","9.480","10.400","9.240","21.36M","5.81%"
"May 18, 2022","9.480","11.040","11.160","9.459","11.38M","-14.13%"
"May 17, 2022","11.040","10.629","11.330","10.450","18.05M","3.96%"
"May 16, 2022","10.619","11.809","11.810","10.380","10.82M","-9.92%"
"May 15, 2022","11.789","11.290","11.840","10.610","22.84M","4.44%"
"May 14, 2022","11.288","10.459","11.539","9.779","16.84M","7.93%"
"May 13, 2022","10.459","8.707","11.760","8.560","53.64M","20.10%"
"May 12, 2022","8.709","9.031","9.480","7.312","53.88M","-3.55%"
"May 11, 2022","9.029","11.350","11.650","8.138","67.36M","-20.31%"
"May 10, 2022","11.330","10.601","12.440","10.330","39.44M","6.88%"
"May 09, 2022","10.601","13.250","13.480","10.600","40.02M","-19.99%"
"May 08, 2022","13.250","13.750","13.840","13.030","14.34M","-3.64%"
"May 07, 2022","13.750","14.310","14.370","13.440","8.85M","-3.92%"
"May 06, 2022","14.310","14.580","14.670","13.890","14.09M","-1.85%"
"May 05, 2022","14.580","16.330","16.430","14.210","18.88M","-10.62%"
"May 04, 2022","16.312","14.720","16.330","14.670","31.57M","10.81%"
"May 03, 2022","14.720","14.960","15.220","14.520","6.96M","-1.67%"
"May 02, 2022","14.971","15.369","15.590","14.580","5.68M","-2.59%"
"May 01, 2022","15.369","14.500","15.520","14.500","10.48M","5.99%"
"Apr 30, 2022","14.500","16.190","16.430","14.219","12.44M","-10.43%"
"Apr 29, 2022","16.190","16.990","17.070","16.000","8.33M","-4.71%"
"Apr 28, 2022","16.990","16.950","17.380","16.760","8.76M","0.24%"
"Apr 27, 2022","16.950","16.680","17.260","16.510","7.75M","1.62%"
"Apr 26, 2022","16.680","18.111","18.310","16.430","11.86M","-7.91%"
"Apr 25, 2022","18.112","18.164","18.249","17.130","5.84M","-0.28%"
"Apr 24, 2022","18.163","18.661","19.150","18.080","42.81M","-2.67%"
"Apr 23, 2022","18.661","18.280","19.259","18.010","7.47M","2.08%"
"Apr 22, 2022","18.280","18.170","18.530","18.070","7.43M","0.60%"
"Apr 21, 2022","18.171","19.090","19.661","18.060","5.03M","-4.82%"
"Apr 20, 2022","19.090","18.890","19.501","18.540","11.54M","1.06%"
"Apr 19, 2022","18.890","18.160","18.950","18.050","6.86M","4.05%"
"Apr 18, 2022","18.155","17.742","18.330","17.120","135.68M","2.21%"
"Apr 17, 2022","17.762","18.600","18.810","17.689","3.13M","-4.51%"
"Apr 16, 2022","18.601","18.350","18.700","18.191","2.45M","1.37%"
"Apr 15, 2022","18.350","17.920","18.390","17.800","5.25M","2.40%"
"Apr 14, 2022","17.920","18.190","18.480","17.480","7.37M","-1.48%"
"Apr 13, 2022","18.190","17.760","18.280","17.390","7.67M","2.42%"
"Apr 12, 2022","17.760","17.200","18.040","17.170","10.49M","3.26%"
"Apr 11, 2022","17.200","19.229","19.288","17.000","16.08M","-10.55%"
"Apr 10, 2022","19.229","19.741","20.240","19.171","7.77M","-2.60%"
"Apr 09, 2022","19.742","19.420","19.830","19.290","2.49M","1.66%"
"Apr 08, 2022","19.420","20.410","20.570","19.189","9.53M","-4.85%"
"Apr 07, 2022","20.410","19.831","20.640","19.500","10.51M","2.77%"
"Apr 06, 2022","19.859","21.780","21.800","19.730","17.40M","-8.82%"
"Apr 05, 2022","21.780","22.899","23.120","21.730","12.56M","-4.89%"
"Apr 04, 2022","22.899","23.220","23.220","21.611","15.36M","-1.26%"
"Apr 03, 2022","23.191","22.561","23.570","22.530","7.80M","2.79%"
"Apr 02, 2022","22.561","22.069","23.811","21.970","11.22M","2.23%"
"Apr 01, 2022","22.069","21.330","22.150","20.640","16.39M","3.51%"
"Mar 31, 2022","21.320","22.429","23.050","21.100","17.89M","-4.95%"
"Mar 30, 2022","22.429","22.450","23.000","21.720","8.26M","-0.09%"
"Mar 29, 2022","22.450","21.989","22.950","21.860","15.84M","2.09%"
"Mar 28, 2022","21.989","22.470","23.290","21.840","18.84M","-2.14%"
"Mar 27, 2022","22.470","20.920","22.470","20.730","10.71M","7.45%"
"Mar 26, 2022","20.913","20.540","21.030","20.260","44.28M","1.82%"
"Mar 25, 2022","20.540","21.250","21.360","20.200","11.95M","-3.34%"
"Mar 24, 2022","21.250","21.019","21.470","20.300","14.80M","1.10%"
"Mar 23, 2022","21.020","20.191","21.100","19.850","16.98M","4.11%"
"Mar 22, 2022","20.191","18.761","20.460","18.680","8.76M","7.62%"
"Mar 21, 2022","18.761","18.650","19.060","18.430","8.53M","0.70%"
"Mar 20, 2022","18.631","19.400","19.460","18.330","3.88M","-3.97%"
"Mar 19, 2022","19.401","18.950","19.770","18.880","5.20M","2.38%"
"Mar 18, 2022","18.950","18.750","19.190","18.140","171.29M","1.07%"
"Mar 17, 2022","18.750","19.050","19.290","18.640","179.31M","-1.57%"
"Mar 16, 2022","19.050","17.810","19.190","17.700","329.62M","6.96%"
"Mar 15, 2022","17.810","17.700","18.060","17.060","143.07M","0.62%"
"Mar 14, 2022","17.700","17.210","17.840","17.030","164.90M","2.85%"
"Mar 13, 2022","17.210","18.130","18.390","17.140","172.25M","-5.13%"
"Mar 12, 2022","18.140","17.700","18.710","17.700","238.17M","2.43%"
"Mar 11, 2022","17.710","16.970","18.470","16.710","338.53M","4.36%"
"Mar 10, 2022","16.970","17.850","17.930","16.700","172.63M","-4.93%"
"Mar 09, 2022","17.850","16.980","18.080","16.900","203.58M","5.12%"
"Mar 08, 2022","16.980","16.410","17.250","16.320","211.39M","3.41%"
"Mar 07, 2022","16.420","16.970","17.130","16.030","242.81M","-3.24%"
"Mar 06, 2022","16.970","17.330","17.570","16.540","187.32M","-2.08%"
"Mar 05, 2022","17.330","16.790","17.760","16.200","173.53M","3.28%"
"Mar 04, 2022","16.780","18.030","18.060","16.509","294.84M","-6.93%"
"Mar 03, 2022","18.029","18.610","18.650","17.790","7.92M","-3.12%"
"Mar 02, 2022","18.610","18.880","19.250","18.380","17.21M","-1.43%"
"Mar 01, 2022","18.881","18.970","19.556","18.360","13.01M","-0.47%"
"Feb 28, 2022","18.970","17.481","19.080","16.650","30.68M","8.52%"
"Feb 27, 2022","17.481","17.990","18.710","17.100","20.17M","-2.83%"
"Feb 26, 2022","17.991","17.251","18.760","17.200","11.52M","4.29%"
"Feb 25, 2022","17.251","16.161","17.510","15.810","8.75M","6.74%"
"Feb 24, 2022","16.161","15.960","16.632","14.079","46.93M","1.26%"
"Feb 23, 2022","15.960","16.620","17.490","15.930","20.71M","-3.97%"
"Feb 22, 2022","16.619","16.180","16.690","15.820","8.83M","2.71%"
"Feb 21, 2022","16.180","16.910","17.710","16.030","23.16M","-4.32%"
"Feb 20, 2022","16.910","17.851","17.870","16.700","13.53M","-5.28%"
"Feb 19, 2022","17.852","17.821","18.210","17.350","3.72M","0.12%"
"Feb 18, 2022","17.831","18.171","18.580","17.640","6.57M","-1.87%"
"Feb 17, 2022","18.171","19.741","20.000","17.850","16.30M","-7.96%"
"Feb 16, 2022","19.742","20.170","20.180","19.070","6.22M","-2.12%"
"Feb 15, 2022","20.170","18.691","20.321","18.650","11.22M","7.86%"
"Feb 14, 2022","18.701","18.740","18.931","18.030","5.42M","-0.21%"
"Feb 13, 2022","18.740","18.820","19.270","18.390","9.65M","-0.32%"
"Feb 12, 2022","18.801","18.971","19.401","18.330","6.91M","-0.89%"
"Feb 11, 2022","18.970","20.500","20.720","18.588","29.54M","-7.47%"
"Feb 10, 2022","20.500","21.931","22.430","20.500","20.44M","-6.53%"
"Feb 09, 2022","21.932","21.630","22.221","21.060","5.65M","1.39%"
"Feb 08, 2022","21.631","22.350","23.140","21.090","22.02M","-3.22%"
"Feb 07, 2022","22.351","21.892","22.690","21.400","20.78M","2.09%"
"Feb 06, 2022","21.893","21.331","21.931","20.849","5.15M","2.64%"
"Feb 05, 2022","21.331","20.471","22.270","20.310","18.35M","4.20%"
"Feb 04, 2022","20.470","18.891","20.491","18.730","18.70M","8.36%"
"Feb 03, 2022","18.891","18.770","18.930","18.030","13.59M","0.64%"
"Feb 02, 2022","18.771","19.570","20.570","18.599","18.10M","-4.08%"
"Feb 01, 2022","19.570","19.361","19.990","19.170","16.63M","1.07%"
"Jan 31, 2022","19.362","18.161","19.590","17.150","8.92M","6.62%"
"Jan 30, 2022","18.161","18.701","18.990","17.810","5.32M","-2.89%"
"Jan 29, 2022","18.701","18.340","19.011","18.080","10.19M","1.97%"
"Jan 28, 2022","18.340","18.100","18.470","17.390","15.26M","1.33%"
"Jan 27, 2022","18.100","18.051","18.400","17.170","19.22M","0.26%"
"Jan 26, 2022","18.053","18.292","20.000","17.511","15.58M","-1.31%"
"Jan 25, 2022","18.292","18.040","19.031","17.390","20.58M","1.40%"
"Jan 24, 2022","18.040","18.821","18.821","15.870","42.12M","-4.15%"
"Jan 23, 2022","18.821","18.279","19.180","17.740","23.69M","2.97%"
"Jan 22, 2022","18.279","19.709","20.090","16.289","48.78M","-7.26%"
"Jan 21, 2022","19.709","23.040","23.460","19.130","18.52M","-14.45%"
"Jan 20, 2022","23.039","24.061","25.600","22.887","7.29M","-4.36%"
"Jan 19, 2022","24.090","25.171","25.290","23.710","13.58M","-4.30%"
"Jan 18, 2022","25.172","25.680","26.030","24.270","7.55M","-1.98%"
"Jan 17, 2022","25.680","27.690","27.740","25.130","16.81M","-7.26%"
"Jan 16, 2022","27.690","27.630","28.450","27.310","14.57M","0.22%"
"Jan 15, 2022","27.630","27.750","28.400","26.860","11.35M","-0.36%"
"Jan 14, 2022","27.731","25.770","27.860","25.570","9.87M","7.61%"
"Jan 13, 2022","25.770","27.320","27.670","25.710","15.80M","-5.57%"
"Jan 12, 2022","27.292","25.551","27.571","25.460","8.05M","6.81%"
"Jan 11, 2022","25.551","23.720","25.981","23.510","19.53M","7.44%"
"Jan 10, 2022","23.780","24.629","25.200","22.489","24.19M","-3.33%"
"Jan 09, 2022","24.600","23.980","25.290","23.730","15.50M","2.59%"
"Jan 08, 2022","23.980","24.830","25.540","23.180","20.66M","-3.43%"
"Jan 07, 2022","24.831","26.749","26.830","24.359","15.25M","-7.17%"
"Jan 06, 2022","26.747","26.699","27.320","25.540","12.03M","0.11%"
"Jan 05, 2022","26.717","28.690","30.370","25.139","15.02M","-6.88%"
"Jan 04, 2022","28.690","30.100","30.570","28.690","22.88M","-4.68%"
"Jan 03, 2022","30.100","29.681","30.870","28.650","24.55M","1.41%"
"Jan 02, 2022","29.681","28.590","30.580","27.830","9.37M","3.82%"
"Jan 01, 2022","28.590","26.688","28.592","26.688","10.92M","7.12%"
"Dec 31, 2021","26.689","27.560","28.120","26.269","19.78M","-3.16%"
"Dec 30, 2021","27.560","26.800","28.380","26.230","16.20M","2.83%"
"Dec 29, 2021","26.800","27.820","28.950","26.567","19.77M","-3.67%"
"Dec 28, 2021","27.821","30.940","30.960","27.566","16.54M","-10.08%"
"Dec 27, 2021","30.941","31.311","32.762","30.851","9.29M","-1.19%"
"Dec 26, 2021","31.312","28.831","31.732","28.290","9.95M","8.47%"
"Dec 25, 2021","28.867","28.120","29.101","27.970","4.43M","2.69%"
"Dec 24, 2021","28.110","29.130","29.630","27.871","26.19M","-3.50%"
"Dec 23, 2021","29.130","27.220","29.760","26.740","22.41M","7.02%"
"Dec 22, 2021","27.220","25.180","28.200","24.990","22.26M","8.10%"
"Dec 21, 2021","25.180","24.051","25.590","23.750","47.08M","4.70%"
