"Date","Price","Open","High","Low","Vol.","Change %"
"Oct 30, 2022","0.908","0.934","0.949","0.899","78.10M","-2.67%"
"Oct 29, 2022","0.933","0.944","0.958","0.927","79.47M","-1.17%"
"Oct 28, 2022","0.944","0.904","0.947","0.896","84.99M","4.48%"
"Oct 27, 2022","0.904","0.936","0.946","0.896","115.74M","-3.46%"
"Oct 26, 2022","0.936","0.917","0.967","0.917","120.01M","2.04%"
"Oct 25, 2022","0.918","0.893","0.947","0.875","114.43M","2.70%"
"Oct 24, 2022","0.893","0.899","0.908","0.873","108.09M","-0.67%"
"Oct 23, 2022","0.899","0.832","0.903","0.821","79.98M","8.14%"
"Oct 22, 2022","0.832","0.832","0.840","0.814","47.73M","-0.08%"
"Oct 21, 2022","0.832","0.812","0.833","0.778","89.79M","2.56%"
"Oct 20, 2022","0.812","0.845","0.848","0.809","82.21M","-4.01%"
"Oct 19, 2022","0.845","0.864","0.879","0.842","84.73M","-2.20%"
"Oct 18, 2022","0.864","0.848","0.878","0.837","115.00M","2.00%"
"Oct 17, 2022","0.847","0.798","0.850","0.796","61.25M","6.15%"
"Oct 16, 2022","0.798","0.789","0.809","0.788","29.97M","1.16%"
"Oct 15, 2022","0.789","0.793","0.810","0.787","38.26M","-0.54%"
"Oct 14, 2022","0.794","0.775","0.822","0.775","71.12M","2.34%"
"Oct 13, 2022","0.775","0.783","0.787","0.718","85.86M","-1.02%"
"Oct 12, 2022","0.783","0.791","0.801","0.783","34.00M","-0.95%"
"Oct 11, 2022","0.791","0.814","0.814","0.786","58.95M","-2.77%"
"Oct 10, 2022","0.813","0.826","0.843","0.812","63.88M","-1.46%"
"Oct 09, 2022","0.825","0.814","0.830","0.808","28.13M","1.34%"
"Oct 08, 2022","0.815","0.832","0.835","0.808","28.82M","-2.03%"
"Oct 07, 2022","0.831","0.834","0.848","0.819","52.90M","-0.24%"
"Oct 06, 2022","0.833","0.851","0.859","0.831","68.12M","-2.06%"
"Oct 05, 2022","0.851","0.835","0.860","0.821","83.86M","1.86%"
"Oct 04, 2022","0.835","0.800","0.843","0.800","82.91M","4.35%"
"Oct 03, 2022","0.801","0.763","0.806","0.755","78.11M","4.91%"
"Oct 02, 2022","0.763","0.767","0.782","0.762","45.21M","-0.46%"
"Oct 01, 2022","0.767","0.778","0.781","0.761","33.67M","-1.41%"
"Sep 30, 2022","0.778","0.763","0.789","0.763","90.39M","1.88%"
"Sep 29, 2022","0.763","0.747","0.765","0.732","74.30M","2.23%"
"Sep 28, 2022","0.747","0.739","0.754","0.713","72.54M","1.05%"
"Sep 27, 2022","0.739","0.756","0.793","0.727","115.64M","-2.22%"
"Sep 26, 2022","0.756","0.741","0.760","0.727","86.13M","1.95%"
"Sep 25, 2022","0.741","0.753","0.766","0.735","46.80M","-1.63%"
"Sep 24, 2022","0.753","0.779","0.782","0.750","55.73M","-3.24%"
"Sep 23, 2022","0.779","0.752","0.785","0.723","104.98M","3.47%"
"Sep 22, 2022","0.752","0.701","0.762","0.701","89.29M","7.25%"
"Sep 21, 2022","0.702","0.733","0.777","0.691","113.19M","-4.23%"
"Sep 20, 2022","0.733","0.765","0.769","0.730","64.73M","-4.22%"
"Sep 19, 2022","0.765","0.753","0.775","0.725","91.84M","1.53%"
"Sep 18, 2022","0.753","0.828","0.836","0.751","78.49M","-9.08%"
"Sep 17, 2022","0.829","0.807","0.830","0.805","35.87M","2.73%"
"Sep 16, 2022","0.807","0.825","0.831","0.788","69.71M","-2.22%"
"Sep 15, 2022","0.825","0.864","0.876","0.820","91.96M","-4.57%"
"Sep 14, 2022","0.864","0.846","0.868","0.832","76.78M","2.18%"
"Sep 13, 2022","0.846","0.931","0.943","0.840","139.99M","-9.10%"
"Sep 12, 2022","0.931","0.894","0.940","0.872","120.93M","4.19%"
"Sep 11, 2022","0.893","0.906","0.917","0.876","47.88M","-1.46%"
"Sep 10, 2022","0.906","0.891","0.911","0.878","73.68M","1.68%"
"Sep 09, 2022","0.891","0.844","0.900","0.842","86.89M","5.55%"
"Sep 08, 2022","0.845","0.840","0.849","0.817","71.44M","0.51%"
"Sep 07, 2022","0.840","0.815","0.850","0.792","92.29M","3.06%"
"Sep 06, 2022","0.815","0.882","0.922","0.813","138.02M","-7.53%"
"Sep 05, 2022","0.882","0.895","0.903","0.862","56.97M","-1.44%"
"Sep 04, 2022","0.895","0.889","0.899","0.872","51.01M","0.59%"
"Sep 03, 2022","0.889","0.872","0.890","0.867","64.99M","1.98%"
"Sep 02, 2022","0.872","0.884","0.912","0.863","118.97M","-1.41%"
"Sep 01, 2022","0.884","0.833","0.895","0.823","122.15M","6.24%"
"Aug 31, 2022","0.833","0.814","0.852","0.814","93.38M","2.28%"
"Aug 30, 2022","0.814","0.817","0.843","0.785","98.25M","-0.34%"
"Aug 29, 2022","0.817","0.782","0.821","0.762","115.93M","4.62%"
"Aug 28, 2022","0.781","0.805","0.831","0.780","89.15M","-2.97%"
"Aug 27, 2022","0.805","0.765","0.812","0.756","101.22M","5.20%"
"Aug 26, 2022","0.765","0.819","0.841","0.755","133.06M","-6.57%"
"Aug 25, 2022","0.819","0.814","0.832","0.806","55.95M","0.61%"
"Aug 24, 2022","0.814","0.832","0.840","0.802","64.86M","-2.15%"
"Aug 23, 2022","0.832","0.810","0.836","0.792","75.56M","2.59%"
"Aug 22, 2022","0.811","0.821","0.822","0.769","80.87M","-1.15%"
"Aug 21, 2022","0.820","0.786","0.830","0.780","76.91M","4.27%"
"Aug 20, 2022","0.786","0.771","0.816","0.760","97.31M","2.05%"
"Aug 19, 2022","0.771","0.857","0.857","0.765","151.13M","-10.13%"
"Aug 18, 2022","0.857","0.884","0.909","0.857","80.66M","-2.95%"
"Aug 17, 2022","0.884","0.934","0.963","0.877","90.27M","-5.43%"
"Aug 16, 2022","0.934","0.951","0.968","0.926","69.91M","-1.62%"
"Aug 15, 2022","0.950","1.000","1.033","0.933","96.00M","-5.00%"
"Aug 14, 2022","1.000","1.026","1.052","0.986","91.73M","-2.46%"
"Aug 13, 2022","1.025","0.934","1.032","0.930","154.27M","9.67%"
"Aug 12, 2022","0.934","0.921","0.935","0.906","49.49M","1.41%"
"Aug 11, 2022","0.921","0.938","0.955","0.916","74.63M","-1.77%"
"Aug 10, 2022","0.938","0.891","0.940","0.871","84.90M","5.30%"
"Aug 09, 2022","0.891","0.922","0.931","0.871","67.09M","-3.40%"
"Aug 08, 2022","0.922","0.907","0.951","0.905","84.16M","1.72%"
"Aug 07, 2022","0.907","0.908","0.925","0.893","45.98M","-0.12%"
"Aug 06, 2022","0.908","0.928","0.940","0.903","56.58M","-2.16%"
"Aug 05, 2022","0.928","0.891","0.937","0.889","83.00M","4.12%"
"Aug 04, 2022","0.891","0.888","0.911","0.876","69.76M","0.30%"
"Aug 03, 2022","0.888","0.877","0.925","0.858","89.79M","1.27%"
"Aug 02, 2022","0.877","0.892","0.905","0.849","121.25M","-1.95%"
"Aug 01, 2022","0.894","0.929","0.946","0.879","115.79M","-3.76%"
"Jul 31, 2022","0.929","0.930","1.013","0.912","153.02M","0.00%"
"Jul 30, 2022","0.930","0.937","0.977","0.917","119.95M","-0.78%"
"Jul 29, 2022","0.937","0.934","0.993","0.907","198.15M","0.30%"
"Jul 28, 2022","0.934","0.897","0.974","0.853","252.03M","4.11%"
"Jul 27, 2022","0.897","0.783","0.899","0.762","214.14M","14.57%"
"Jul 26, 2022","0.783","0.769","0.784","0.723","169.33M","1.79%"
"Jul 25, 2022","0.769","0.880","0.884","0.769","158.72M","-12.55%"
"Jul 24, 2022","0.880","0.872","0.908","0.847","116.07M","0.87%"
"Jul 23, 2022","0.872","0.850","0.886","0.815","114.14M","2.58%"
"Jul 22, 2022","0.850","0.906","0.931","0.845","175.54M","-6.16%"
"Jul 21, 2022","0.906","0.831","0.928","0.799","256.75M","9.06%"
"Jul 20, 2022","0.831","0.926","0.952","0.814","252.84M","-10.29%"
"Jul 19, 2022","0.926","0.963","0.979","0.885","275.51M","-3.85%"
"Jul 18, 2022","0.963","0.753","0.979","0.745","401.24M","27.89%"
"Jul 17, 2022","0.753","0.729","0.786","0.719","170.36M","3.30%"
"Jul 16, 2022","0.729","0.703","0.743","0.683","143.79M","3.68%"
"Jul 15, 2022","0.703","0.710","0.733","0.677","246.12M","-0.90%"
"Jul 14, 2022","0.710","0.640","0.715","0.614","386.42M","10.87%"
"Jul 13, 2022","0.640","0.536","0.643","0.521","268.50M","19.44%"
"Jul 12, 2022","0.536","0.563","0.593","0.536","196.06M","-4.89%"
"Jul 11, 2022","0.563","0.571","0.598","0.537","175.94M","-1.34%"
"Jul 10, 2022","0.571","0.590","0.590","0.553","92.54M","-3.25%"
"Jul 09, 2022","0.590","0.607","0.611","0.582","106.25M","-2.71%"
"Jul 08, 2022","0.607","0.563","0.617","0.556","277.32M","7.72%"
"Jul 07, 2022","0.563","0.526","0.573","0.511","189.61M","7.07%"
"Jul 06, 2022","0.526","0.514","0.530","0.494","246.65M","2.32%"
"Jul 05, 2022","0.514","0.491","0.534","0.487","339.72M","4.61%"
"Jul 04, 2022","0.491","0.462","0.494","0.452","169.94M","6.34%"
"Jul 03, 2022","0.462","0.493","0.493","0.450","175.07M","-6.08%"
"Jul 02, 2022","0.492","0.462","0.496","0.449","186.50M","6.54%"
"Jul 01, 2022","0.462","0.480","0.497","0.450","300.92M","-3.85%"
"Jun 30, 2022","0.480","0.497","0.497","0.419","416.56M","-3.30%"
"Jun 29, 2022","0.497","0.511","0.544","0.486","376.42M","-2.87%"
"Jun 28, 2022","0.511","0.531","0.574","0.505","231.03M","-3.71%"
"Jun 27, 2022","0.531","0.559","0.597","0.522","150.16M","-5.01%"
"Jun 26, 2022","0.559","0.600","0.624","0.556","103.35M","-6.84%"
"Jun 25, 2022","0.600","0.608","0.626","0.567","134.02M","-1.31%"
"Jun 24, 2022","0.608","0.563","0.626","0.563","250.95M","8.00%"
"Jun 23, 2022","0.563","0.455","0.572","0.455","337.92M","23.72%"
"Jun 22, 2022","0.455","0.419","0.470","0.395","166.67M","8.59%"
"Jun 21, 2022","0.419","0.400","0.454","0.393","162.70M","4.77%"
"Jun 20, 2022","0.400","0.385","0.410","0.360","125.55M","3.90%"
"Jun 19, 2022","0.385","0.346","0.385","0.327","133.68M","11.21%"
"Jun 18, 2022","0.346","0.399","0.407","0.317","170.56M","-13.29%"
"Jun 17, 2022","0.399","0.384","0.407","0.378","75.20M","4.21%"
"Jun 16, 2022","0.383","0.438","0.444","0.376","111.30M","-12.55%"
"Jun 15, 2022","0.438","0.416","0.440","0.364","186.41M","5.30%"
"Jun 14, 2022","0.416","0.431","0.451","0.396","165.67M","-3.48%"
"Jun 13, 2022","0.431","0.498","0.503","0.406","203.46M","-13.29%"
"Jun 12, 2022","0.497","0.540","0.546","0.497","91.92M","-7.95%"
"Jun 11, 2022","0.540","0.594","0.607","0.532","70.95M","-9.09%"
"Jun 10, 2022","0.594","0.634","0.662","0.593","88.20M","-6.31%"
"Jun 09, 2022","0.634","0.607","0.651","0.602","49.04M","4.45%"
"Jun 08, 2022","0.607","0.617","0.632","0.602","60.22M","-1.63%"
"Jun 07, 2022","0.617","0.633","0.633","0.585","76.59M","-2.53%"
"Jun 06, 2022","0.633","0.599","0.655","0.596","94.58M","5.77%"
"Jun 05, 2022","0.598","0.596","0.607","0.584","44.22M","0.45%"
"Jun 04, 2022","0.596","0.589","0.600","0.577","42.97M","1.15%"
"Jun 03, 2022","0.589","0.620","0.621","0.577","60.21M","-4.95%"
"Jun 02, 2022","0.620","0.600","0.622","0.591","78.53M","3.31%"
"Jun 01, 2022","0.600","0.662","0.670","0.589","115.46M","-9.37%"
"May 31, 2022","0.662","0.658","0.684","0.644","119.46M","0.60%"
"May 30, 2022","0.658","0.600","0.661","0.596","98.18M","9.66%"
"May 29, 2022","0.600","0.587","0.601","0.574","56.90M","2.20%"
"May 28, 2022","0.587","0.574","0.596","0.569","58.12M","2.30%"
"May 27, 2022","0.574","0.598","0.609","0.565","111.45M","-4.04%"
"May 26, 2022","0.598","0.646","0.659","0.581","130.69M","-7.43%"
"May 25, 2022","0.646","0.663","0.673","0.629","73.57M","-2.56%"
"May 24, 2022","0.663","0.641","0.667","0.612","89.16M","3.57%"
"May 23, 2022","0.640","0.676","0.700","0.636","104.79M","-5.32%"
"May 22, 2022","0.676","0.650","0.682","0.641","62.16M","4.07%"
"May 21, 2022","0.650","0.635","0.660","0.623","52.66M","2.33%"
"May 20, 2022","0.635","0.658","0.680","0.618","96.25M","-3.54%"
"May 19, 2022","0.658","0.627","0.671","0.611","127.15M","5.03%"
"May 18, 2022","0.627","0.727","0.738","0.624","119.54M","-13.79%"
"May 17, 2022","0.727","0.677","0.736","0.675","133.10M","7.39%"
"May 16, 2022","0.677","0.743","0.743","0.659","153.22M","-8.87%"
"May 15, 2022","0.743","0.684","0.743","0.657","121.30M","8.57%"
"May 14, 2022","0.684","0.667","0.710","0.617","154.74M","2.57%"
"May 13, 2022","0.667","0.600","0.749","0.590","260.17M","11.17%"
"May 12, 2022","0.600","0.672","0.716","0.505","360.69M","-10.71%"
"May 11, 2022","0.672","0.890","0.912","0.605","430.31M","-24.51%"
"May 10, 2022","0.890","0.809","0.987","0.793","298.19M","9.97%"
"May 09, 2022","0.809","0.977","0.991","0.791","163.97M","-17.16%"
"May 08, 2022","0.977","1.020","1.028","0.961","77.30M","-4.21%"
"May 07, 2022","1.020","1.043","1.066","0.994","81.24M","-2.22%"
"May 06, 2022","1.043","1.064","1.076","1.012","104.38M","-1.97%"
"May 05, 2022","1.064","1.172","1.187","1.042","101.67M","-9.21%"
"May 04, 2022","1.172","1.077","1.173","1.071","91.37M","8.85%"
"May 03, 2022","1.077","1.077","1.116","1.055","67.40M","0.00%"
"May 02, 2022","1.077","1.100","1.120","1.037","88.85M","-2.09%"
"May 01, 2022","1.100","1.034","1.122","1.018","99.46M","6.36%"
"Apr 30, 2022","1.034","1.141","1.165","1.012","82.29M","-9.37%"
"Apr 29, 2022","1.141","1.237","1.246","1.127","87.61M","-7.76%"
"Apr 28, 2022","1.237","1.257","1.280","1.227","58.08M","-1.59%"
"Apr 27, 2022","1.257","1.246","1.290","1.237","54.18M","0.90%"
"Apr 26, 2022","1.246","1.353","1.361","1.226","64.88M","-7.87%"
"Apr 25, 2022","1.352","1.343","1.356","1.266","74.65M","0.64%"
"Apr 24, 2022","1.344","1.362","1.374","1.332","38.85M","-1.34%"
"Apr 23, 2022","1.362","1.398","1.410","1.344","54.49M","-2.57%"
"Apr 22, 2022","1.398","1.378","1.499","1.372","146.81M","1.42%"
"Apr 21, 2022","1.378","1.417","1.467","1.360","64.78M","-2.73%"
"Apr 20, 2022","1.417","1.427","1.465","1.396","62.84M","-0.75%"
"Apr 19, 2022","1.428","1.418","1.450","1.394","58.17M","0.60%"
"Apr 18, 2022","1.419","1.338","1.425","1.297","76.13M","6.04%"
"Apr 17, 2022","1.338","1.388","1.390","1.333","31.01M","-3.59%"
"Apr 16, 2022","1.388","1.398","1.403","1.365","26.44M","-0.70%"
"Apr 15, 2022","1.398","1.374","1.399","1.368","31.87M","1.75%"
"Apr 14, 2022","1.374","1.420","1.444","1.353","50.09M","-3.24%"
"Apr 13, 2022","1.420","1.394","1.438","1.367","56.34M","2.13%"
"Apr 12, 2022","1.390","1.334","1.474","1.328","79.53M","4.25%"
"Apr 11, 2022","1.334","1.426","1.439","1.314","66.08M","-6.46%"
"Apr 10, 2022","1.426","1.463","1.490","1.422","30.93M","-2.57%"
"Apr 09, 2022","1.463","1.434","1.467","1.427","33.64M","2.03%"
"Apr 08, 2022","1.434","1.513","1.527","1.424","55.45M","-5.19%"
"Apr 07, 2022","1.513","1.457","1.519","1.438","60.55M","3.81%"
"Apr 06, 2022","1.457","1.593","1.593","1.454","85.63M","-8.54%"
"Apr 05, 2022","1.593","1.648","1.676","1.589","49.36M","-3.33%"
"Apr 04, 2022","1.648","1.688","1.688","1.608","56.53M","-2.30%"
"Apr 03, 2022","1.687","1.653","1.713","1.633","49.46M","2.10%"
"Apr 02, 2022","1.652","1.695","1.728","1.649","68.67M","-2.52%"
"Apr 01, 2022","1.695","1.618","1.712","1.563","77.64M","4.78%"
"Mar 31, 2022","1.618","1.681","1.750","1.609","84.73M","-3.72%"
"Mar 30, 2022","1.680","1.675","1.727","1.630","69.41M","0.31%"
"Mar 29, 2022","1.675","1.654","1.736","1.637","68.66M","1.25%"
"Mar 28, 2022","1.654","1.695","1.745","1.654","73.29M","-2.39%"
"Mar 27, 2022","1.695","1.612","1.695","1.602","49.20M","5.13%"
"Mar 26, 2022","1.612","1.579","1.614","1.568","33.02M","2.11%"
"Mar 25, 2022","1.579","1.629","1.663","1.568","69.19M","-3.06%"
"Mar 24, 2022","1.629","1.555","1.636","1.546","75.77M","4.73%"
"Mar 23, 2022","1.555","1.506","1.558","1.494","56.34M","3.28%"
"Mar 22, 2022","1.506","1.465","1.533","1.459","60.92M","2.78%"
"Mar 21, 2022","1.465","1.465","1.498","1.443","51.19M","0.00%"
"Mar 20, 2022","1.465","1.529","1.536","1.459","42.51M","-4.19%"
"Mar 19, 2022","1.529","1.498","1.541","1.498","52.17M","2.07%"
"Mar 18, 2022","1.498","1.446","1.509","1.418","82.30M","3.59%"
"Mar 17, 2022","1.446","1.467","1.498","1.438","81.94M","-1.43%"
"Mar 16, 2022","1.467","1.377","1.470","1.355","110.18M","6.53%"
"Mar 15, 2022","1.377","1.378","1.408","1.332","68.47M","-0.07%"
"Mar 14, 2022","1.378","1.361","1.393","1.330","84.23M","1.24%"
"Mar 13, 2022","1.361","1.396","1.419","1.354","53.76M","-2.49%"
"Mar 12, 2022","1.396","1.404","1.434","1.395","59.65M","-0.63%"
"Mar 11, 2022","1.405","1.437","1.471","1.403","108.00M","-2.23%"
"Mar 10, 2022","1.437","1.504","1.510","1.407","125.14M","-4.47%"
"Mar 09, 2022","1.504","1.447","1.544","1.444","129.33M","3.94%"
"Mar 08, 2022","1.447","1.411","1.475","1.403","114.23M","2.54%"
"Mar 07, 2022","1.411","1.434","1.496","1.372","137.01M","-1.58%"
"Mar 06, 2022","1.434","1.507","1.515","1.432","75.38M","-4.86%"
"Mar 05, 2022","1.507","1.476","1.513","1.449","75.34M","2.12%"
"Mar 04, 2022","1.476","1.586","1.586","1.453","133.19M","-6.93%"
"Mar 03, 2022","1.586","1.636","1.651","1.548","90.31M","-3.07%"
"Mar 02, 2022","1.636","1.621","1.697","1.583","124.27M","0.94%"
"Mar 01, 2022","1.621","1.618","1.662","1.558","129.90M","0.18%"
"Feb 28, 2022","1.618","1.452","1.618","1.424","105.76M","11.43%"
"Feb 27, 2022","1.452","1.514","1.545","1.425","100.61M","-4.12%"
"Feb 26, 2022","1.514","1.549","1.589","1.504","86.33M","-2.26%"
"Feb 25, 2022","1.549","1.441","1.574","1.404","144.30M","7.50%"
"Feb 24, 2022","1.441","1.433","1.506","1.247","298.26M","0.58%"
"Feb 23, 2022","1.433","1.461","1.594","1.433","136.12M","-1.94%"
"Feb 22, 2022","1.461","1.404","1.474","1.348","133.17M","3.86%"
"Feb 21, 2022","1.407","1.508","1.614","1.400","153.95M","-6.72%"
"Feb 20, 2022","1.508","1.633","1.634","1.495","84.35M","-7.64%"
"Feb 19, 2022","1.633","1.593","1.643","1.562","56.98M","2.49%"
"Feb 18, 2022","1.593","1.662","1.713","1.582","87.28M","-4.13%"
"Feb 17, 2022","1.662","1.834","1.863","1.647","92.64M","-9.40%"
"Feb 16, 2022","1.834","1.867","1.876","1.753","93.75M","-1.74%"
"Feb 15, 2022","1.867","1.656","1.878","1.652","93.17M","12.58%"
"Feb 14, 2022","1.658","1.659","1.677","1.598","83.99M","-0.07%"
"Feb 13, 2022","1.659","1.701","1.722","1.644","53.58M","-2.44%"
"Feb 12, 2022","1.701","1.716","1.764","1.645","83.35M","-0.73%"
"Feb 11, 2022","1.713","1.894","1.899","1.677","134.15M","-9.55%"
"Feb 10, 2022","1.894","2.035","2.040","1.873","144.00M","-6.94%"
"Feb 09, 2022","2.035","1.941","2.059","1.892","108.53M","4.89%"
"Feb 08, 2022","1.940","2.016","2.046","1.860","152.48M","-3.77%"
"Feb 07, 2022","2.016","1.739","2.083","1.699","187.99M","15.94%"
"Feb 06, 2022","1.739","1.712","1.753","1.669","59.02M","1.53%"
"Feb 05, 2022","1.713","1.694","1.757","1.672","78.55M","1.20%"
"Feb 04, 2022","1.693","1.554","1.693","1.537","86.97M","8.93%"
"Feb 03, 2022","1.554","1.540","1.559","1.477","79.36M","0.89%"
"Feb 02, 2022","1.540","1.647","1.664","1.523","74.19M","-6.48%"
"Feb 01, 2022","1.647","1.642","1.677","1.616","80.22M","0.28%"
"Jan 31, 2022","1.642","1.605","1.652","1.526","83.23M","2.32%"
"Jan 30, 2022","1.605","1.694","1.708","1.578","74.99M","-5.27%"
"Jan 29, 2022","1.694","1.673","1.738","1.651","74.01M","1.28%"
"Jan 28, 2022","1.673","1.589","1.700","1.566","134.07M","5.35%"
"Jan 27, 2022","1.588","1.588","1.666","1.499","158.50M","0.00%"
"Jan 26, 2022","1.588","1.558","1.816","1.525","229.01M","1.93%"
"Jan 25, 2022","1.558","1.508","1.609","1.411","154.78M","3.32%"
"Jan 24, 2022","1.508","1.618","1.618","1.307","250.24M","-6.64%"
"Jan 23, 2022","1.615","1.536","1.667","1.512","145.09M","5.14%"
"Jan 22, 2022","1.536","1.701","1.755","1.402","285.60M","-9.86%"
"Jan 21, 2022","1.704","1.965","2.024","1.646","228.15M","-13.27%"
"Jan 20, 2022","1.965","2.030","2.192","1.952","107.30M","-3.22%"
"Jan 19, 2022","2.030","2.121","2.141","2.014","108.25M","-4.37%"
"Jan 18, 2022","2.123","2.219","2.245","2.081","128.60M","-4.33%"
"Jan 17, 2022","2.219","2.330","2.450","2.166","131.58M","-4.78%"
"Jan 16, 2022","2.330","2.347","2.371","2.284","62.83M","-0.70%"
"Jan 15, 2022","2.347","2.335","2.397","2.299","67.77M","0.50%"
"Jan 14, 2022","2.335","2.263","2.350","2.183","98.14M","3.25%"
"Jan 13, 2022","2.262","2.397","2.439","2.243","113.72M","-5.64%"
"Jan 12, 2022","2.397","2.359","2.447","2.310","121.43M","1.60%"
"Jan 11, 2022","2.359","2.074","2.368","2.049","152.08M","13.73%"
"Jan 10, 2022","2.074","2.114","2.147","1.923","124.44M","-1.88%"
"Jan 09, 2022","2.114","1.985","2.167","1.966","81.81M","6.47%"
"Jan 08, 2022","1.985","2.048","2.143","1.904","99.63M","-3.06%"
"Jan 07, 2022","2.048","2.250","2.262","2.044","139.82M","-9.01%"
"Jan 06, 2022","2.251","2.176","2.289","2.069","140.80M","3.41%"
"Jan 05, 2022","2.177","2.367","2.450","2.031","132.93M","-8.02%"
"Jan 04, 2022","2.367","2.434","2.506","2.357","89.60M","-2.68%"
"Jan 03, 2022","2.432","2.552","2.552","2.371","78.84M","-4.70%"
"Jan 02, 2022","2.552","2.573","2.583","2.504","60.80M","-0.81%"
"Jan 01, 2022","2.573","2.526","2.603","2.503","65.36M","1.84%"
"Dec 31, 2021","2.526","2.555","2.670","2.442","119.79M","-1.13%"
"Dec 30, 2021","2.555","2.472","2.596","2.419","126.56M","3.36%"
"Dec 29, 2021","2.472","2.489","2.617","2.410","161.74M","-0.67%"
"Dec 28, 2021","2.489","2.726","2.728","2.451","181.36M","-8.70%"
"Dec 27, 2021","2.726","2.874","2.922","2.712","118.88M","-5.15%"
"Dec 26, 2021","2.874","2.640","2.886","2.612","194.23M","8.87%"
"Dec 25, 2021","2.640","2.467","2.683","2.431","102.25M","7.02%"
"Dec 24, 2021","2.467","2.681","2.683","2.427","130.97M","-8.00%"
"Dec 23, 2021","2.681","2.500","2.733","2.471","245.74M","7.24%"
"Dec 22, 2021","2.500","2.373","2.647","2.370","236.30M","5.34%"
"Dec 21, 2021","2.373","2.130","2.403","2.109","165.70M","11.58%"
